node_gene_ID	node_gene_Name	type	target_gene_ID	target_gene_Name	clipExpNum
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000904	mmu_circ_0000904	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000905	mmu_circ_0000905	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000906	mmu_circ_0000906	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000907	mmu_circ_0000907	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000908	mmu_circ_0000908	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000914	Gstp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000915	Gstp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000916	Gstp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000918	Rbm4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000919	Rbm4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000921	Rbm4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000935	Tle4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000937	Pcsk5	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000939	Trpm3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000940	Rfx3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000941	Rfx3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000946	Tnks2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000947	Cpeb3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000948	Cpeb3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000950	Lcor	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000955	Fbxw4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000966	Atrnl1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000967	Atrnl1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000968	Atrnl1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000969	mmu_circ_0000969	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000974	Celf2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000977	Fam188a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000980	Mllt10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000981	Mllt10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000982	Mllt10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000983	Mllt10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000984	Mllt10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000985	Mllt10	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000992	Ehmt1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001004	Ralgps1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001005	Ralgps1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001007	Pbx3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001011	Rabgap1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001012	Rabgap1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001013	Dennd1a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001017	Acvr2a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001021	Baz2b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001027	Stk39	1
